assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
166183720,22678684,Alectoris graeca,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,graeca,,,,"(Meisner, 1804)",Near Threatened,A2bcd+3bcd+4bcd,3.1,Decreasing,Europe
166184151,22678691,Alectoris chukar,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,chukar,,,,"(Gray, 1830)",Least Concern,,3.1,Unknown,Europe
166184580,22678707,Alectoris barbara,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,barbara,,,,"(Bonnaterre, 1790)",Least Concern,,3.1,Unknown,Europe
166184840,22678711,Alectoris rufa,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,rufa,,,,"(Linnaeus, 1758)",Near Threatened,A2bcde+3bcde+4bcde,3.1,Decreasing,Europe
166185195,22678719,Francolinus francolinus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Francolinus,francolinus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Europe
166185485,22678911,Perdix perdix,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Perdix,perdix,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166185991,22678944,Coturnix coturnix,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Coturnix,coturnix,,,,"(Linnaeus, 1758)",Near Threatened,A2bcde+3bcde+4bcde,3.1,Decreasing,Europe
166186602,22679460,Lagopus lagopus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,lagopus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166187006,22679464,Lagopus muta,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,muta,,,,"(Montin, 1776)",Least Concern,,3.1,Stable,Europe
166187965,22679483,Lyrurus mlokosiewiczi,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lyrurus,mlokosiewiczi,,,,"(Taczanowski, 1875)",Near Threatened,A3cde,3.1,Decreasing,Europe
166188330,22679487,Tetrao urogallus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Tetrao,urogallus,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Europe
166189212,22679814,Oxyura leucocephala,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Oxyura,leucocephala,,,,"(Scopoli, 1769)",Vulnerable,C1+2a(i),3.1,Decreasing,Europe
166189862,22679839,Cygnus olor,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,olor,,,,"(Gmelin, 1789)",Least Concern,,3.1,Increasing,Europe
166190527,22679856,Cygnus cygnus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,cygnus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166191206,22679862,Cygnus columbianus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,columbianus,,,,"(Ord, 1815)",Vulnerable,A4abcde,3.1,Decreasing,Europe
166191820,22679872,Anser brachyrhynchus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,brachyrhynchus,,,,"Baillon, 1834",Least Concern,,3.1,Increasing,Europe
166192296,22679875,Anser fabalis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,fabalis,,,,"(Latham, 1787)",Least Concern,,3.1,Increasing,Europe
166192871,22679881,Anser albifrons,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,albifrons,,,,"(Scopoli, 1769)",Least Concern,,3.1,Stable,Europe
166193479,22679886,Anser erythropus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,erythropus,,,,"(Linnaeus, 1758)",Vulnerable,D1,3.1,Decreasing,Europe
166194209,22679889,Anser anser,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,anser,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166194881,22679896,Anser caerulescens,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,caerulescens,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166195258,22679935,Branta canadensis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,canadensis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166195703,22679943,Branta leucopsis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,leucopsis,,,,"(Bechstein, 1803)",Least Concern,,3.1,Increasing,Europe
166196200,22679946,Branta bernicla,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,bernicla,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166196670,22679954,Branta ruficollis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,ruficollis,,,,"(Pallas, 1769)",Vulnerable,A2abcd+3bcd+4abcd,3.1,Decreasing,Europe
166197286,22680003,Tadorna ferruginea,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Tadorna,ferruginea,,,,"(Pallas, 1764)",Least Concern,,3.1,Unknown,Europe
166197940,22680024,Tadorna tadorna,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Tadorna,tadorna,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166198537,22680149,Mareca strepera,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mareca,strepera,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166199138,22680157,Mareca penelope,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mareca,penelope,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166199836,22680186,Anas platyrhynchos,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,platyrhynchos,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Europe
166200605,22680247,Spatula clypeata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Spatula,clypeata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166201297,22680301,Anas acuta,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,acuta,,,,"Linnaeus, 1758",Vulnerable,A2bcde+3bcde+4bcde,3.1,Decreasing,Europe
166201991,22680313,Spatula querquedula,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Spatula,querquedula,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166202694,22680339,Marmaronetta angustirostris,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Marmaronetta,angustirostris,,,,"(Ménétriés, 1832)",Vulnerable,D1,3.1,Stable,Europe
166203300,22680348,Netta rufina,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Netta,rufina,,,,"(Pallas, 1773)",Least Concern,,3.1,Decreasing,Europe
166203854,22680358,Aythya ferina,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,ferina,,,,"(Linnaeus, 1758)",Vulnerable,A2abcd+4abcd,3.1,Decreasing,Europe
166204665,22680373,Aythya nyroca,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,nyroca,,,,"(Güldenstädt, 1770)",Least Concern,,3.1,Unknown,Europe
166205462,22680391,Aythya fuligula,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,fuligula,,,,"(Linnaeus, 1758)",Near Threatened,A2bcde,3.1,Decreasing,Europe
166206177,22680398,Aythya marila,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,marila,,,,"(Linnaeus, 1761)",Least Concern,,3.1,Decreasing,Europe
166206891,22680405,Somateria mollissima,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Somateria,mollissima,,,,"(Linnaeus, 1758)",Endangered,A4abcde,3.1,Decreasing,Europe
166207567,22680409,Somateria spectabilis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Somateria,spectabilis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Europe
166208474,22680423,Histrionicus histrionicus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Histrionicus,histrionicus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166208883,22680427,Clangula hyemalis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Clangula,hyemalis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166209537,22680455,Bucephala clangula,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Bucephala,clangula,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166210191,22680459,Bucephala islandica,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Bucephala,islandica,,,,"(Gmelin, 1789)",Near Threatened,D2,3.1,Stable,Europe
166210547,22680465,Mergellus albellus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mergellus,albellus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166211173,22680485,Mergus serrator,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mergus,serrator,,,,"Linnaeus, 1758",Near Threatened,A2bcde+4bcde,3.1,Decreasing,Europe
166211915,22680492,Mergus merganser,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mergus,merganser,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Europe
166212521,22680500,Turnix sylvaticus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,TURNICIDAE,Turnix,sylvaticus,,,,"(Desfontaines, 1787)",Regionally Extinct,,3.1,Unknown,Europe
166212849,22680683,Jynx torquilla,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Jynx,torquilla,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Europe
166213495,22681076,Dryobates minor,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dryobates,minor,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166214014,22681114,Leiopicus medius,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Leiopicus,medius,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166214479,22681124,Dendrocopos major,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dendrocopos,major,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166215032,22681127,Dendrocopos syriacus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dendrocopos,syriacus,,,,"(Ehrenberg, 1833)",Least Concern,,3.1,Unknown,Europe
166215392,22681382,Dryocopus martius,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dryocopus,martius,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Europe
166215872,22682655,Upupa epops,ANIMALIA,CHORDATA,BUCEROTIFORMES,AVES,UPUPIDAE,Upupa,epops,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Europe
166216485,22682860,Coracias garrulus,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,CORACIIDAE,Coracias,garrulus,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Europe
166217110,22683027,Alcedo atthis,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Alcedo,atthis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166217841,22683645,Ceryle rudis,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Ceryle,rudis,,,,"(Linnaeus, 1758)",Vulnerable,D1,3.1,Decreasing,Europe
166218261,22683740,Merops persicus,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,MEROPIDAE,Merops,persicus,,,,"Pallas, 1773",Least Concern,,3.1,Increasing,Europe
166218648,22683756,Merops apiaster,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,MEROPIDAE,Merops,apiaster,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Europe
166219246,22683819,Clamator glandarius,ANIMALIA,CHORDATA,CUCULIFORMES,AVES,CUCULIDAE,Clamator,glandarius,,,,"(Linnaeus, 1758)",Vulnerable,A2bcd+3bcd+4bcd,3.1,Decreasing,Europe
166219659,22683873,Cuculus canorus,ANIMALIA,CHORDATA,CUCULIFORMES,AVES,CUCULIDAE,Cuculus,canorus,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Europe
166220226,22686774,Tachymarptis melba,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Tachymarptis,melba,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Europe
166220766,22686800,Apus apus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,apus,,,,"(Linnaeus, 1758)",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Europe
166221337,22686806,Apus unicolor,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,unicolor,,,,"(Jardine, 1830)",Least Concern,,3.1,Unknown,Europe
166221548,22686815,Apus pallidus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,pallidus,,,,"(Shelley, 1870)",Least Concern,,3.1,Unknown,Europe
166221903,22686856,Apus affinis,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,affinis,,,,"(Gray, 1830)",Near Threatened,A2bc; C1,3.1,Decreasing,Europe
166222237,22686882,Apus caffer,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,caffer,,,,"(Lichtenstein, 1823)",Near Threatened,D1,3.1,Increasing,Europe
166222469,22688504,Tyto alba,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,TYTONIDAE,Tyto,alba,,,,"(Scopoli, 1769)",Least Concern,,3.1,Decreasing,Europe
166223113,22688631,Otus brucei,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Otus,brucei,,,,"(Hume, 1873)",Endangered,D,3.1,Stable,Europe
166223956,22688927,Bubo bubo,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Bubo,bubo,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166224520,22689012,Ketupa zeylonensis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Ketupa,zeylonensis,,,,"(Gmelin, 1788)",Endangered,D,3.1,Unknown,Europe
166224787,22689055,Bubo scandiacus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Bubo,scandiacus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166225254,22689108,Strix uralensis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Strix,uralensis,,,,"Pallas, 1771",Least Concern,,3.1,Increasing,Europe
166225640,22689118,Strix nebulosa,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Strix,nebulosa,,,,"Forster, 1772",Least Concern,,3.1,Stable,Europe
166225954,22689189,Surnia ulula,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Surnia,ulula,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166226354,22689194,Glaucidium passerinum,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Glaucidium,passerinum,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166226777,22689328,Athene noctua,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Athene,noctua,,,,"(Scopoli, 1769)",Least Concern,,3.1,Unknown,Europe
166227347,22689362,Aegolius funereus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Aegolius,funereus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166227851,22689507,Asio otus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Asio,otus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Europe
166228510,22689531,Asio flammeus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Asio,flammeus,,,,"(Pontoppidan, 1763)",Least Concern,,3.1,Stable,Europe
166229189,22689875,Caprimulgus ruficollis,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,CAPRIMULGIDAE,Caprimulgus,ruficollis,,,,"Temminck, 1820",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Europe
166229510,22689887,Caprimulgus europaeus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,CAPRIMULGIDAE,Caprimulgus,europaeus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Europe
166230154,22690066,Columba livia,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,livia,,,,"Gmelin, 1789",Least Concern,,3.1,Unknown,Europe
166230841,22690088,Columba oenas,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,oenas,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Europe
166231450,22690103,Columba palumbus,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,palumbus,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Europe
166232069,22690112,Columba trocaz,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,trocaz,,,,"Heineken, 1829",Least Concern,,3.1,Increasing,Europe
166232343,22690117,Columba bollii,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,bollii,,,,"Godman, 1872",Least Concern,,3.1,Unknown,Europe
166232633,22690122,Columba junoniae,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,junoniae,,,,"Hartert, 1916",Near Threatened,B1ab(iii)+2ab(iii),3.1,Unknown,Europe
166232970,22690419,Streptopelia turtur,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Streptopelia,turtur,,,,"(Linnaeus, 1758)",Vulnerable,A2abcde+3bcde+4abcde,3.1,Decreasing,Europe
166233693,22690445,Spilopelia senegalensis,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Spilopelia,senegalensis,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Increasing,Europe
166234017,22691896,Tetrax tetrax,ANIMALIA,CHORDATA,OTIDIFORMES,AVES,OTIDIDAE,Tetrax,tetrax,,,,"(Linnaeus, 1758)",Vulnerable,A2bcde+4bcde,3.1,Decreasing,Europe
166234672,22691900,Otis tarda,ANIMALIA,CHORDATA,OTIDIFORMES,AVES,OTIDIDAE,Otis,tarda,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Europe
166235355,22692081,Anthropoides virgo,ANIMALIA,CHORDATA,GRUIFORMES,AVES,GRUIDAE,Anthropoides,virgo,,,,"Linnaeus, 1758",Endangered,A2bcd+3bcd+4bcd,3.1,Decreasing,Europe
166235832,22692146,Grus grus,ANIMALIA,CHORDATA,GRUIFORMES,AVES,GRUIDAE,Grus,grus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Europe
166236520,22692543,Crex crex,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Crex,crex,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166237188,22692663,Zapornia parva,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Zapornia,parva,,,,"(Scopoli, 1769)",Least Concern,,3.1,Unknown,Europe
166237731,22692667,Zapornia pusilla,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Zapornia,pusilla,,,,"(Pallas, 1776)",Least Concern,,3.1,Unknown,Europe
166238324,22692676,Porzana porzana,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porzana,porzana,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Europe
166238933,22692792,Porphyrio porphyrio,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porphyrio,porphyrio,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166239378,22692907,Fulica cristata,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Fulica,cristata,,,,"Gmelin, 1789",Critically Endangered,C2a(ii),3.1,Decreasing,Europe
166239776,22692913,Fulica atra,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Fulica,atra,,,,"Linnaeus, 1758",Near Threatened,A2abcde+4abcde,3.1,Decreasing,Europe
166240632,22692980,Syrrhaptes paradoxus,ANIMALIA,CHORDATA,PTEROCLIFORMES,AVES,PTEROCLIDAE,Syrrhaptes,paradoxus,,,,"(Palllas, 1773)",Regionally Extinct,,3.1,Unknown,Europe
166241040,22692983,Pterocles alchata,ANIMALIA,CHORDATA,PTEROCLIFORMES,AVES,PTEROCLIDAE,Pterocles,alchata,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Europe
166241352,22693002,Pterocles orientalis,ANIMALIA,CHORDATA,PTEROCLIFORMES,AVES,PTEROCLIDAE,Pterocles,orientalis,,,,"(Linnaeus, 1758)",Endangered,A2bcde+4bc,3.1,Decreasing,Europe
166241741,22693052,Scolopax rusticola,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Scolopax,rusticola,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Europe
166242348,22693085,Gallinago stenura,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Gallinago,stenura,,,,"(Bonaparte, 1830)",Least Concern,,3.1,Unknown,Europe
166242603,22693093,Gallinago media,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Gallinago,media,,,,"(Latham, 1787)",Least Concern,,3.1,Decreasing,Europe
166243239,22693097,Gallinago gallinago,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Gallinago,gallinago,,,,"(Linnaeus, 1758)",Vulnerable,A2bcde+3bcde+4bcde,3.1,Decreasing,Europe
166243794,22693133,Lymnocryptes minimus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Lymnocryptes,minimus,,,,"(Brünnich, 1764)",Least Concern,,3.1,Unknown,Europe
166244428,22693150,Limosa limosa,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Limosa,limosa,,,,"(Linnaeus, 1758)",Near Threatened,A2bcde,3.1,Stable,Europe
166245372,22693158,Limosa lapponica,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Limosa,lapponica,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Europe
166245989,22693178,Numenius phaeopus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,phaeopus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Europe
166246657,22693185,Numenius tenuirostris,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,tenuirostris,,,,"Vieillot, 1817",Critically Endangered,D,3.1,Unknown,Europe
166247142,22693190,Numenius arquata,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,arquata,,,,"(Linnaeus, 1758)",Near Threatened,A2bcde+4bcde,3.1,Decreasing,Europe
166247954,22693207,Tringa erythropus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,erythropus,,,,"(Pallas, 1764)",Least Concern,,3.1,Unknown,Europe
166248623,22693211,Tringa totanus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,totanus,,,,"(Linnaeus, 1758)",Vulnerable,A2bcde+4bcde,3.1,Decreasing,Europe
166249343,22693216,Tringa stagnatilis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,stagnatilis,,,,"(Bechstein, 1803)",Least Concern,,3.1,Decreasing,Europe
166249933,22693220,Tringa nebularia,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,nebularia,,,,"(Gunnerus, 1767)",Least Concern,,3.1,Increasing,Europe
166250734,22693243,Tringa ochropus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,ochropus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Europe
166251358,22693247,Tringa glareola,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,glareola,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Europe
166251971,22693251,Xenus cinereus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Xenus,cinereus,,,,"(Güldenstädt, 1775)",Least Concern,,3.1,Decreasing,Europe
166252539,22693264,Actitis hypoleucos,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Actitis,hypoleucos,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166253234,22693336,Arenaria interpres,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Arenaria,interpres,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166253934,22693363,Calidris canutus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,canutus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Europe
166254550,22693369,Calidris alba,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,alba,,,,"(Pallas, 1764)",Least Concern,,3.1,Stable,Europe
166255168,22693379,Calidris minuta,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,minuta,,,,"(Leisler, 1812)",Least Concern,,3.1,Unknown,Europe
166255832,22693388,Calidris temminckii,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,temminckii,,,,"(Leisler, 1812)",Least Concern,,3.1,Unknown,Europe
166256449,22693404,Calidris bairdii,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,bairdii,,,,"(Coues, 1861)",Least Concern,,3.1,Unknown,Europe
166256821,22693420,Calidris maritima,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,maritima,,,,"(Brünnich, 1764)",Least Concern,,3.1,Unknown,Europe
166257283,22693427,Calidris alpina,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,alpina,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Europe
